id,label_0,label_1,label_2,label_3
100000,0.999981253675854,1.7112543774894878e-05,8.45046635547307e-07,7.887337355216764e-07
100001,4.2821557880094716e-05,0.0006136529710810037,0.9993435113135213,1.4157517436297436e-08
100002,1.6288484509548202e-06,1.9666287848095192e-07,1.3736569265945838e-06,0.9999968008317438
100003,0.9999698970798102,1.9097130992997974e-05,1.0970022167908797e-05,3.576702886424343e-08
100004,0.9999832054884115,1.7697116410787694e-06,1.4828174506002369e-05,1.9662544135253894e-07
100005,0.9999787380121969,1.664804468649918e-05,4.5974388866330005e-06,1.6504229871614436e-08
100006,0.9948152256376028,0.005072612650994236,0.00010434386837296816,7.817843029937664e-06
100007,0.999942041835258,1.1149881752856262e-06,5.5970039791033805e-05,8.731367756346993e-07
100008,0.9998155413624534,0.00017719785897361856,7.073670960784196e-06,1.8710761217986544e-07
100009,1.0748622452948763e-07,1.8026688426887654e-09,2.2656814905308833e-08,0.9999998680542918
100010,0.9999736563095185,1.2347987187752546e-05,1.3016746374394244e-05,9.789569194532155e-07
100011,0.952806710414961,0.00022939790124565474,0.04696340305695171,4.886268416443545e-07
100012,0.9981368386020693,0.001446242720654838,0.00041609294758569655,8.25729690267628e-07
100013,0.9998788690779034,0.00012001155850675292,1.1132564697768062e-06,6.107120087750098e-09
100014,0.9989705843266842,0.0009076218746758288,0.00011316790677656869,8.625891863376001e-06
100015,0.99983568603711,0.0001620342602850652,2.2742377187095896e-06,5.464886362771719e-09
100016,0.9999201284062884,7.841935275956313e-05,6.709856390779029e-07,7.812553129708975e-07
100017,2.545779343381738e-05,5.750554994221955e-06,0.9999622701040132,6.5215475588243165e-06
100018,0.01274229460053183,0.07459633496091296,0.912657064186844,4.306251711213722e-06
100019,2.70288066065915e-05,2.2280755835594207e-07,3.51195643719534e-06,0.999969236429398
100020,0.9999303429449764,4.6817916954152835e-05,2.178851031525308e-05,1.0506277541279514e-06
100021,1.6733631548605822e-06,7.2072481388215856e-09,4.481235867628861e-08,0.9999982746172383
100022,0.9999382922031623,5.94230915634775e-05,1.1535628068824711e-06,1.1311424674029711e-06
100023,0.00027306115606183447,8.199888423361957e-08,3.65624078815852e-05,0.9996902944371723
100024,0.9999927425039319,4.6390149644154405e-06,2.2482069655536378e-06,3.702741382307957e-07
100025,0.9998862880490489,3.897565115778324e-05,7.46753360952876e-05,6.096369816795339e-08
100026,0.040747268281874166,0.0004609383112631943,0.9587859927739931,5.800632869560877e-06
100027,0.9999515422418437,4.785944698038067e-05,1.8554495488218132e-07,4.127662212213342e-07
100028,0.999958122397173,2.291638399115356e-05,1.8943009652409946e-05,1.8209183476889006e-08
100029,0.9993484500932552,0.00019491639216204297,0.00045602303660139743,6.104779813139153e-07
